gene_id	logFC	logCPM	LR	PValue	FDR	symbol	description
ENSG00000215440	0.44535450109988955	5.19504396969399	36.4348307240362	1.5785690678910506e-9	1.2497005120804152e-7	LOC124904942	uncharacterized LOC124904942
ENSG00000215440	0.44535450109988955	5.19504396969399	36.4348307240362	1.5785690678910506e-9	1.2497005120804152e-7	NPEPL1	aminopeptidase like 1
ENSG00000115756	0.5009546712947859	4.779466746441987	36.4227880684831	1.5883525866910223e-9	1.2558601158326242e-7	HPCAL1	hippocalcin like 1
ENSG00000163655	0.5580846399494896	6.186396423162183	36.36830905652246	1.6333757904461085e-9	1.289832015881247e-7	GMPS	guanine monophosphate synthase
ENSG00000116120	0.7997603103614334	3.474143210777358	36.34145438685134	1.656037345118573e-9	1.3060822835086104e-7	FARSB	phenylalanyl-tRNA synthetase subunit beta
ENSG00000164307	-0.526526471347633	4.142197588462708	36.320181399452196	1.6742120035977583e-9	1.318757445044968e-7	ERAP1	endoplasmic reticulum aminopeptidase 1
ENSG00000272469	-8.29354697753655	-0.47574094434593656	36.283635466651276	1.7059026808080573e-9	1.3420338530321855e-7	RN7SL760P	RNA, 7SL, cytoplasmic 760, pseudogene
ENSG00000155760	0.6166725339015019	3.4767579474910497	36.276952617238734	1.7117623190313637e-9	1.3449561078103572e-7	FZD7	frizzled class receptor 7
ENSG00000112576	0.6277188664126391	5.043116764352045	36.240952146584036	1.7436766209123223e-9	1.3667613551248425e-7	CCND3	cyclin D3
ENSG00000136231	0.5014157343820174	4.94475460659079	36.240731401494074	1.7438741373203732e-9	1.3667613551248425e-7	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
ENSG00000201861	-8.356358648415922	-0.420089254672485	36.23430799734435	1.7496314372820713e-9	1.369561686861247e-7	RNA5SP298	RNA, 5S ribosomal pseudogene 298
ENSG00000061273	-0.4958311932626636	5.898271598050925	36.1956243430706	1.7847082958057805e-9	1.3952769345015267e-7	HDAC7	histone deacetylase 7
ENSG00000207924	-8.92804249812253	0.09688946105661327	36.159407194070454	1.818186603518607e-9	1.419679950692611e-7	MIR196A2	microRNA 196a-2
ENSG00000171530	0.3777211760646985	7.667132963269752	36.088901353311016	1.885175013613341e-9	1.470155141213389e-7	TBCA	tubulin folding cofactor A
ENSG00000124225	-0.6632460288843034	6.015281319478165	36.07357976299794	1.9000560256060874e-9	1.47991941373294e-7	PMEPA1	prostate transmembrane protein, androgen induced 1
ENSG00000118496	1.5220313109826813	1.8365634880101096	36.04676928292002	1.926379110118335e-9	1.4985604243724517e-7	FBXO30	F-box protein 30
ENSG00000134575	-0.4382372072111136	4.490152342090158	36.026046569160144	1.946975042003509e-9	1.5127055159060719e-7	ACP2	acid phosphatase 2, lysosomal
ENSG00000137872	-1.194735187109427	3.7520409747162127	36.020586641658745	1.952438170634123e-9	1.515072689341083e-7	SEMA6D	semaphorin 6D
ENSG00000133466	-0.7261977810869658	4.847259249224642	35.99068682439627	1.982628854822948e-9	1.53652145510055e-7	C1QTNF6	C1q and TNF related 6
ENSG00000130066	-0.4874403601504356	6.438124586747093	35.988377626729786	1.984979870225591e-9	1.53652145510055e-7	SAT1	spermidine/spermine N1-acetyltransferase 1
ENSG00000117724	-0.48029693089823894	5.380255722549569	35.90467207935565	2.0721124738072913e-9	1.6019907781469443e-7	CENPF	centromere protein F
ENSG00000099864	-0.5269433671987728	4.434312683465198	35.88739704466854	2.0905661254813936e-9	1.6142671929517658e-7	PALM	paralemmin
ENSG00000126214	0.31947274477231935	7.06782370270379	35.884818559183365	2.0933346113577768e-9	1.614416729792529e-7	KLC1	kinesin light chain 1
ENSG00000073737	1.9563594157248108	1.889316512800522	35.85928258022953	2.120951248186539e-9	1.6337056911707127e-7	DHRS9	dehydrogenase/reductase 9
ENSG00000196588	-0.4967685244901916	4.750336329480616	35.812252124570044	2.1727719724018476e-9	1.6713581123091497e-7	MRTFA	myocardin related transcription factor A
ENSG00000182749	-0.514868286249448	5.722110471341815	35.810107863120805	2.1751646246320035e-9	1.6713581123091497e-7	PAQR7	progestin and adipoQ receptor family member 7
ENSG00000065911	0.8310042810417778	4.592407894159062	35.789445845640756	2.198355754279088e-9	1.6855071135314693e-7	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
ENSG00000183742	-0.6999996881920275	3.473312328146424	35.78891480023046	2.198955054017132e-9	1.6855071135314693e-7	MACC1	MET transcriptional regulator MACC1
ENSG00000134574	-0.37435287760549213	6.4166850011430085	35.72367530313718	2.273838181384234e-9	1.7407772157849997e-7	DDB2	damage specific DNA binding protein 2
ENSG00000231903	8.00905230692472	-0.23577527539405402	35.69828550375752	2.303666630163133e-9	1.761462167210103e-7	NA	NA
ENSG00000066027	0.44096273062888486	5.045915573718797	35.66750175093695	2.340358025969333e-9	1.7873379808559948e-7	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
ENSG00000172292	-0.5494510305450702	3.6911489398073782	35.65443587909179	2.3561077054790514e-9	1.7971770454201522e-7	CERS6	ceramide synthase 6
ENSG00000196305	0.6016058188877692	6.110564320151799	35.64725550759471	2.3648081116722423e-9	1.8016217327077712e-7	IARS1	isoleucyl-tRNA synthetase 1
ENSG00000278828	-1.0865614259472478	3.837325943236788	35.63178315457655	2.3836653620408174e-9	1.813784201455816e-7	H3C10	H3 clustered histone 10
ENSG00000198715	-0.5086091078427525	4.3180435345401	35.623348315041994	2.394008839093205e-9	1.8194467177108356e-7	GLMP	glycosylated lysosomal membrane protein
ENSG00000061794	0.38883633434087433	5.548828179115462	35.59255261038611	2.43215607417884e-9	1.8462007972277635e-7	MRPS35	mitochondrial ribosomal protein S35
ENSG00000082781	0.4772816173091834	6.033746330643252	35.57792023162511	2.4504942102250442e-9	1.8578716684535703e-7	ITGB5	integrin subunit beta 5
ENSG00000033800	-0.5906041630685276	5.444800823577221	35.448459555897514	2.618894238089896e-9	1.9831481730463345e-7	PIAS1	protein inhibitor of activated STAT 1
ENSG00000117595	-0.3324725125365492	7.042838833738161	35.42320589814118	2.6530703601568402e-9	2.0066044822899142e-7	IRF6	interferon regulatory factor 6
ENSG00000141736	-0.4249306303274629	6.045840002317188	35.39887996952929	2.6864132085018933e-9	2.029374797265888e-7	ERBB2	erb-b2 receptor tyrosine kinase 2
ENSG00000163840	-0.5407361748721865	3.816473814624156	35.33560175577259	2.7751255608730984e-9	2.0938673004421575e-7	DTX3L	deltex E3 ubiquitin ligase 3L
ENSG00000179041	0.8110357458311024	4.29824589820068	35.32152136347159	2.795261093576772e-9	2.1065248866257643e-7	RRS1	ribosome biogenesis regulator 1 homolog
ENSG00000177192	0.69932637879118	4.5773176856963484	35.30101551752438	2.82484725314199e-9	2.1262655794958317e-7	PUS1	pseudouridine synthase 1
ENSG00000005156	0.853650660560862	3.699342776105486	35.297430250028796	2.8300522474870134e-9	2.1276292076431143e-7	LIG3	DNA ligase 3
ENSG00000092871	0.8444911032669695	4.808454656014665	35.29508778733849	2.833458157534523e-9	2.127638640448079e-7	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase
ENSG00000169627	0.3952900238129341	7.758793732026839	35.28975914364051	2.8412212321594407e-9	2.1309159241195806e-7	BOLA2	bolA family member 2
ENSG00000169627	0.3952900238129341	7.758793732026839	35.28975914364051	2.8412212321594407e-9	2.1309159241195806e-7	LOC124907841	bolA-like protein 2
ENSG00000169627	0.3952900238129341	7.758793732026839	35.28975914364051	2.8412212321594407e-9	2.1309159241195806e-7	BOLA2B	bolA family member 2B
ENSG00000169660	-0.5201545646992738	4.259589847910198	35.231012495595934	2.9282315325095464e-9	2.193549786001775e-7	HEXD	hexosaminidase D
ENSG00000125901	0.5355304895916388	6.284654463150203	35.21619566141009	2.950595106004842e-9	2.2076648346838138e-07	MRPS26	mitochondrial ribosomal protein S26
ENSG00000131747	-0.4528850795628492	6.506077380385999	35.177221120388666	3.010240815865326e-9	2.2496078564333247e-7	TOP2A	DNA topoisomerase II alpha
ENSG00000138279	0.4435943005024884	6.688226330395255	35.13931682518577	3.069406587163866e-9	2.2910927739901712e-7	ANXA7	annexin A7
ENSG00000201343	-8.284454385875176	-0.48370444173897836	35.10435801188093	3.125006472765221e-9	2.327934701934441e-7	Y_RNA	Y RNA
ENSG00000126821	-0.47167436995341516	4.267862133130986	35.10362075995412	3.126189823012439e-9	2.327934701934441e-7	SGPP1	sphingosine-1-phosphate phosphatase 1
ENSG00000126067	0.4439026608980848	6.555283405446318	35.0432235966777	3.2246721183879355e-9	2.398421611185333e-7	PSMB2	proteasome 20S subunit beta 2
ENSG00000135506	-0.4319291584424309	6.545763794732963	35.0117627411978	3.277196060043472e-9	2.4345994427100204e-7	OS9	OS9 endoplasmic reticulum lectin
ENSG00000151090	-0.8139533223643427	3.0957097356052015	34.99342281749421	3.3082089791842557e-9	2.4546392227596616e-7	THRB	thyroid hormone receptor beta
ENSG00000152518	-0.5795349875537463	5.727644828596457	34.99119202939112	3.312001247934089e-9	2.4546392227596616e-7	ZFP36L2	ZFP36 ring finger protein like 2
ENSG00000131238	-0.5674397628752241	6.352759340108506	34.974850822441326	3.3399138442792837e-9	2.472403754856093e-7	PPT1	palmitoyl-protein thioesterase 1
ENSG00000088812	0.4289169176227449	4.936992888628622	34.96804375689305	3.3516104574336127e-9	2.4781365056732017e-7	ATRN	attractin
ENSG00000132613	-0.4486636630931592	6.431791972922981	34.9530012786323	3.3776037071243465e-9	2.494414045190772e-7	MTSS2	MTSS I-BAR domain containing 2
ENSG00000146674	-0.36383979166403674	7.960358475744227	34.942602215456375	3.3956911071007316e-9	2.504821557826069e-7	IGFBP3	insulin like growth factor binding protein 3
ENSG00000159216	-0.4285246774351819	4.965502695423346	34.8964947718202	3.4770628055727783e-9	2.5618312327780633e-7	LOC100506403	uncharacterized LOC100506403
ENSG00000159216	-0.4285246774351819	4.965502695423346	34.8964947718202	3.4770628055727783e-9	2.5618312327780633e-7	RUNX1	RUNX family transcription factor 1
ENSG00000207550	-8.219338030460687	-0.5410537389396998	34.860507379962186	3.541928857359437e-9	2.6065603210849376e-7	MIR99B	microRNA 99b
ENSG00000169129	-0.41739918805683307	6.01319779506418	34.817137391560365	3.6217140867787198e-9	2.662150917245319e-7	AFAP1L2	actin filament associated protein 1 like 2
ENSG00000116815	0.42024450930265395	4.892136445610963	34.74579470810351	3.756893507857249e-9	2.7582812990942565e-7	CD58	CD58 molecule
ENSG00000144580	0.42138314396249715	5.0570035491182175	34.7401005931925	3.767897946485905e-9	2.7631251607563304e-7	CNOT9	CCR4-NOT transcription complex subunit 9
ENSG00000116001	-0.593413561930311	5.268428604691265	34.73478483794894	3.778200299151662e-9	2.7674434434206685e-7	TIA1	TIA1 cytotoxic granule associated RNA binding protein
ENSG00000132661	0.5360694024067614	5.22379047435704	34.731350032264096	3.784872221181097e-9	2.767666374006327e-7	NXT1	nuclear transport factor 2 like export factor 1
ENSG00000240972	0.4368921723006672	10.470905418530112	34.730084751253116	3.787332932850763e-9	2.767666374006327e-7	MIF	macrophage migration inhibitory factor
ENSG00000110090	0.4118579440771312	5.611039906772302	34.69803557294334	3.8501990733585675e-9	2.8103315704258695e-7	CPT1A	carnitine palmitoyltransferase 1A
ENSG00000150556	-0.6778018304465124	3.429495710934674	34.68387949487783	3.878298672064443e-9	2.8275503109121004e-7	LYPD6B	LY6/PLAUR domain containing 6B
ENSG00000120738	0.6688955953140513	4.7436059523429135	34.6808348039072	3.884369121721215e-9	2.828413151710777e-7	EGR1	early growth response 1
ENSG00000117419	0.45407987836353053	5.54714202655796	34.67876354109322	3.88850420538228e-9	2.828413151710777e-7	ERI3	ERI1 exoribonuclease family member 3
ENSG00000261236	0.8585186859099007	5.0567445358804175	34.643353598012155	3.959882663179089e-9	2.876994704302768e-7	BOP1	BOP1 ribosomal biogenesis factor
ENSG00000155287	0.41529653496498625	5.666017320286567	34.63329599232179	3.980394759892195e-9	2.888550363949544e-7	SLC25A28	solute carrier family 25 member 28
ENSG00000167861	-0.78589904686606	3.008291706575467	34.62700044336143	3.9932884001018655e-9	2.89455702527615e-7	HID1	HID1 domain containing
ENSG00000275895	0.5187065973490169	6.818791334830847	34.60357970761638	4.041623710134473e-9	2.9262102381689545e-7	LOC102724594	U2 small nuclear RNA auxiliary factor 1 like 5
ENSG00000114023	0.5077474799453148	5.842438722399408	34.545750442890714	4.163495070647095e-9	3.0109704836167576e-7	FAM162A	family with sequence similarity 162 member A
ENSG00000113282	-0.428038962925718	6.101818891343248	34.51134257099306	4.237746668094564e-9	3.0611372821374326e-7	CLINT1	clathrin interactor 1
ENSG00000198824	0.569050537992032	3.9580041620642383	34.43857993068839	4.399163680786726e-9	3.174080124111941e-7	CHAMP1	chromosome alignment maintaining phosphoprotein 1
ENSG00000199172	9.114102559190576	0.7944684276186902	34.43301617267336	4.411756844064059e-9	3.179507518653063e-7	MIR331	microRNA 331
ENSG00000129007	0.6615994315918442	3.4861190965689683	34.42817273602039	4.422749001799237e-9	3.1837699473342383e-7	CALML4	calmodulin like 4
ENSG00000134480	0.5631609627112256	4.737436097215432	34.35164136048694	4.600122510235663e-9	3.307656896694679e-7	CCNH	cyclin H
ENSG00000100558	0.8283980729966222	4.697471946213659	34.34907001610091	4.6062041369717595e-9	3.3082359609178615e-7	PLEK2	pleckstrin 2
ENSG00000129226	0.7414803759143219	3.4154112770527	34.34033361960429	4.626927281313932e-9	3.319317397464342e-7	CD68	CD68 molecule
ENSG00000132507	0.629878793367924	9.797339096341371	34.32937794924783	4.653046656413549e-9	3.3342402897957664e-7	EIF5A	eukaryotic translation initiation factor 5A
ENSG00000133393	0.7429454035028251	5.579127856312367	34.30778912420859	4.704949470312177e-9	3.3675836962165926e-7	CEP20	centrosomal protein 20
ENSG00000157557	-0.41906384876657815	4.5827930679246	34.267771535069286	4.8026961670836305e-9	3.433626564152151e-7	ETS2	ETS proto-oncogene 2, transcription factor
ENSG00000014914	-0.6035769275734049	3.751213351221835	34.248316883343676	4.850948051601116e-9	3.4613976104087467e-7	MTMR11	myotubularin related protein 11
ENSG00000114315	-0.4610745793201393	6.450832550924834	34.246111350407105	4.856448814890381e-9	3.4613976104087467e-7	HES1	hes family bHLH transcription factor 1
ENSG00000182551	0.49896182962557756	5.518980096132945	34.245449030488444	4.85810190934561e-9	3.4613976104087467e-7	ADI1	acireductone dioxygenase 1
ENSG00000136720	-0.4194395812990145	4.661812291043275	34.22474833180036	4.910054129569127e-9	3.4944426098068583e-7	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
ENSG00000092445	0.6155394096928823	4.787928524089225	34.20002641694486	4.972827853149628e-9	3.535105514653987e-7	TYRO3	TYRO3 protein tyrosine kinase
ENSG00000170293	0.8798268869065101	3.2020792100205595	34.14307685988882	5.120509143341398e-9	3.635967421149554e-7	CMTM8	CKLF like MARVEL transmembrane domain containing 8
ENSG00000136848	-0.34738218873902615	6.749151153992643	34.13089026397016	5.152677496165036e-9	3.654670577031083e-7	DAB2IP	DAB2 interacting protein
ENSG00000146535	0.5029438142295044	4.092765726800039	34.12595722350244	5.165756470622709e-9	3.6598071266445636e-7	GNA12	G protein subunit alpha 12
ENSG00000053747	0.4833856431132168	6.2920367091378155	34.11043759693251	5.207120897992491e-9	3.684948987631255e-7	LAMA3	laminin subunit alpha 3
ENSG00000111641	0.6748490811947951	5.317950713763036	34.06105890242971	5.340949447627537e-9	3.7753949308483267e-7	NOP2	NOP2 nucleolar protein
ENSG00000226950	0.438081787609946	5.148225710950822	33.97286472668393	5.588606188852045e-9	3.946009099561073e-7	DANCR	differentiation antagonizing non-protein coding RNA
ENSG00000039068	-0.4709140719266125	6.786405587986697	33.95353389573201	5.64440732762821e-9	3.9809262029503795e-7	CDH1	cadherin 1
ENSG00000202314	1.257131635004802	2.4777475490882037	33.92841089289161	5.717763049191652e-9	4.0281319458911976e-7	SNORD6	small nucleolar RNA, C/D box 6
ENSG00000166411	0.5927890795209384	6.524527632850115	33.92571412528886	5.725693766616378e-9	4.0291919098411547e-7	IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha
ENSG00000267530	-0.9510761058896364	3.163055484856489	33.898738685495715	5.805632551864901e-9	4.080865033653916e-7	LINC01836	long intergenic non-protein coding RNA 1836
ENSG00000175505	0.6437255681508324	3.3367366728820307	33.875371818535285	5.875780618641042e-9	4.125548093939455e-7	CLCF1	cardiotrophin like cytokine factor 1
ENSG00000253672	8.16938200745495	-0.08772645913677848	33.857554892875285	5.929837421591772e-9	4.1588457084318127e-7	NA	NA
ENSG00000132382	0.6018521089935215	5.031517853218243	33.8337955257297	6.002699417663589e-9	4.205243055726336e-7	MYBBP1A	MYB binding protein 1a
ENSG00000089250	0.9318123682398678	2.603710343650476	33.79196124555569	6.133177165418159e-9	4.291855003032573e-7	NOS1	nitric oxide synthase 1
ENSG00000008018	0.49214163269254857	7.835303809448489	33.73635650636959	6.311011173118998e-9	4.4113757029493996e-7	PSMB1	proteasome 20S subunit beta 1
ENSG00000186654	0.5634900093233175	3.6983382532426226	33.68156337454014	6.4913006135653144e-9	4.5323446377566283e-7	PRR5	proline rich 5
ENSG00000164970	0.7950019759633781	3.6149534530157896	33.66867221822011	6.534461391018911e-9	4.5574052193201975e-7	FAM219A	family with sequence similarity 219 member A
ENSG00000135624	0.5322817671031586	7.726451372880825	33.65788299707331	6.570805553625491e-9	4.577661202359092e-7	CCT7	chaperonin containing TCP1 subunit 7
ENSG00000129422	-0.5729224948912918	4.111630268999456	33.63267387739976	6.65651513070984e-9	4.632225290738146e-7	MTUS1	microtubule associated scaffold protein 1
ENSG00000176170	0.8366587894704032	3.8680122885900623	33.62012378612126	6.6996012915007505e-9	4.657039922140766e-7	SPHK1	sphingosine kinase 1
ENSG00000138172	0.5982689193833424	3.5937154041576425	33.60559144456688	6.749841874176111e-9	4.686767281404675e-7	CALHM2	calcium homeostasis modulator family member 2
